gene,I.1,I.2,S7,A,T1
YPL199C,542,307,116,443,377
YBR175W,144,83,45,98,147
YGR216C,140,103,41,118,103
YLR373C,312,188,87,195,184
YPR043W,8067,4681,859,4144,8338
YJR043C,193,103,60,180,180
YOR358W,56,20,11,29,61
YBR221C,4701,3052,1246,3256,6055
YEL052W,229,116,42,145,308
YDL148C,1247,1014,259,999,1361
YNL307C,1091,687,348,869,1002
YDR378C,375,193,125,377,378
YBR296C-A,0,0,0,0,0
YMR295C,1699,877,239,975,2281
YDR472W,219,161,71,182,193
YBR297W,25,23,20,45,72
YIL142W,2784,1816,698,2018,3294
YML104C,124,77,15,80,116
YJR048W,66,17,11,29,34
YPR004C,731,397,246,611,703
YNL199C,241,174,80,235,239
YMR043W,334,188,96,244,366
YGL263W,11,3,4,12,10
YMR031C,1115,635,267,982,1408
YMR034C,57,32,16,59,42
YGR195W,425,281,71,285,506
YMR055C,88,52,15,53,32
YGR225W,7,1,0,6,5
YLR438C-A,403,202,157,286,725
YPL260W,1178,633,244,857,1329
YER070W,4847,3574,1282,3279,5326
YBR014C,537,295,155,371,518
YGR289C,3,0,0,0,2
YOL039W,8923,4838,2596,7174,15562
YLR447C,3604,2343,937,2684,3332
YGL014W,854,532,297,752,929
YOL012C,463,235,109,469,1800
YGL153W,285,167,55,194,355
YPR138C,155,74,25,56,139
YGR171C,106,56,19,61,95
YMR217W,7366,5559,1984,6362,11142
YDR078C,34,13,17,25,34
YAL010C,122,94,40,108,89
YKL166C,279,170,87,218,321
YDR182W,485,270,109,279,383
YML074C,3516,2472,814,2757,6611
YAL064W,0,0,0,0,0
YMR019W,144,89,45,93,162
YNR011C,231,163,78,186,306
YGR127W,37,16,14,31,59
YDR363W-A,921,491,142,654,1506
YLL002W,65,39,19,39,74
YBR180W,0,0,1,0,0
YLL013C,828,447,223,528,435
YLR372W,3322,2263,936,2026,1376
YGR227W,297,181,83,202,216
YOR037W,101,77,37,64,95
YHL047C,8289,6884,2519,6140,10157
YJL216C,0,1,0,0,1
YER002W,735,476,106,536,979
YDR032C,2581,1540,703,1798,3152
YJL133C-A,376,222,239,475,844
YJR108W,8,7,6,14,0
YCR033W,346,200,90,288,342
YJL014W,2630,1813,742,1880,3665
YER045C,70,45,29,54,31
YOR126C,209,133,58,175,290
YJL047C,178,115,35,101,118
YLR340W,34805,21022,8255,28575,46334
YLR193C,102,56,33,87,88
YOR108W,554,391,118,429,536
YEL032W,760,548,170,543,1014
YBL016W,204,122,43,113,162
YAR002C-A,1910,1182,381,1076,1299
YPL179W,426,227,148,391,339
YBR129C,160,85,32,160,268
YER034W,230,132,35,178,356
YML060W,176,143,61,172,214
YCL001W,720,385,236,633,675
YOL015W,0,1,0,0,0
YLR218C,107,44,7,28,81
YPR047W,119,60,16,61,103
YOR154W,98,69,32,88,106
YGL100W,609,411,145,388,898
YDR388W,1841,1102,534,1525,2592
YLR203C,500,291,106,282,488
YLR215C,171,117,31,102,149
YER187W,0,1,0,0,1
YOR375C,2917,1783,689,2163,3912
YFL046W,158,71,25,70,99
YLR312C,4,2,4,6,4
YHR122W,426,292,69,287,547
YDL171C,1050,251,70,207,369
YHR088W,502,358,167,570,689
YEL068C,65,32,30,59,118
YPL219W,87,44,21,76,67
YML094W,309,193,129,345,369
YML054C,1,1,1,6,12
YOL104C,0,0,0,0,2
YBL061C,410,248,155,380,423
YGL169W,273,225,96,288,292
YER154W,376,285,100,282,338
YOR236W,238,174,52,153,279
YNL273W,258,164,77,170,269
YGR084C,275,168,86,159,309
YNL023C,262,195,68,209,311
YNL275W,122,86,28,64,120
YGR016W,76,44,25,51,64
YKR005C,7,1,0,3,12
YNL052W,314,147,84,178,288
YHR076W,431,296,81,282,332
YJL206C,73,47,19,59,93
YKL192C,1458,770,472,1282,1868
YER143W,604,342,156,432,610
YPL175W,109,84,27,83,131
YIR035C,180,97,36,106,241
YDL063C,735,624,206,518,792
YBR251W,290,148,91,201,349
YOR071C,138,89,22,60,84
YGR252W,190,114,56,163,324
YJL166W,240,93,87,217,175
YNL073W,169,69,23,72,140
YPR128C,314,186,99,258,294
YGL075C,48,30,11,56,60
YDR339C,542,375,148,392,390
YLR435W,670,502,103,362,898
YPL095C,59,16,13,58,46
YCL004W,43,29,16,36,37
YJL026W,3342,2075,660,2270,3471
YPL038W-A,0,1,0,1,0
YGL170C,0,0,0,0,1
YOR278W,108,51,39,83,113
YOR074C,499,303,107,337,752
YJR063W,562,343,129,371,488
YPR073C,598,319,222,623,434
YGL224C,213,123,43,129,214
YIL056W,197,89,57,133,132
YOR019W,13,6,2,6,24
YDR503C,121,75,56,100,277
YLR108C,254,140,62,160,187
YML080W,318,243,66,160,239
YPL028W,5406,3585,1914,4993,7542
YLR214W,5248,3978,1637,3715,4313
YMR180C,26,22,10,35,31
YBR289W,350,209,126,271,445
YBR198C,759,487,175,487,598
YKR035W-A,476,297,80,331,634
YPL034W,7,3,2,7,15
YDL070W,842,534,232,716,951
YPL209C,63,28,26,79,76
YPL174C,43,26,13,30,57
YNL097C-B,0,0,4,3,2
YCR084C,2033,1220,499,1395,1717
YDR508C,2449,1408,523,1681,2622
YKL210W,9791,6672,3205,8881,16372
YDR364C,114,80,34,83,115
YLR257W,668,331,95,440,585
YDR281C,93,63,15,48,183
YOR371C,260,229,54,154,300
YOL062C,262,161,77,172,359
YJL126W,135,67,22,80,105
YJL041W,1640,1098,528,1548,1464
YOL100W,181,101,47,153,145
YER033C,86,48,45,80,85
YER019C-A,738,316,220,487,593
YGR200C,1013,797,265,769,1318
YOL122C,253,158,86,170,310
YDL185W,19872,13387,5188,15632,35586
YLR289W,69,29,8,49,107
YGL038C,448,306,119,314,386
YDR160W,50,25,17,47,48
YMR124W,346,170,80,251,277
YNR063W,75,77,11,39,95
YHR023W,703,503,168,612,762
YKR062W,432,238,62,359,660
YBL044W,0,0,0,1,0
YLR451W,210,132,50,180,261
YIR033W,1228,857,406,1175,1242
YGL184C,45,21,15,35,32
YLR145W,60,44,11,57,117
YOL095C,83,49,27,62,69
YER136W,2121,1457,731,1869,2612
YMR040W,8,3,0,5,8
YLR197W,5532,4171,1767,5407,5813
YOR344C,668,394,144,571,541
YML081C-A,333,147,103,369,399
YAL048C,128,89,53,98,161
YLR011W,98,50,29,70,167
YLR351C,650,404,258,605,1039
YDL198C,783,429,168,425,734
YAL026C,895,600,170,479,798
YLR068W,198,126,19,127,166
YMR279C,8,3,0,5,7
YPR033C,3632,2631,816,2981,5428
YML130C,1044,642,245,724,1095
YJL117W,1454,916,415,1141,2017
YDR003W,127,82,29,94,173
YMR162C,435,272,97,263,405
YDR421W,111,77,34,94,126
YDR019C,548,318,152,439,794
YOR110W,258,154,58,153,288
YOR043W,355,225,75,226,312
YNL084C,1031,642,245,803,949
YDR050C,51538,29589,9850,40413,90110
YOR117W,2162,1326,403,1287,2872
YDR064W,21705,13998,5736,15636,30295
YKL043W,159,107,59,158,124
YLR195C,818,501,230,683,679
YML068W,42,21,8,39,43
YFR014C,274,150,31,144,390
YDR315C,40,21,21,30,79
YOR120W,29,12,5,10,25
YFR004W,1599,992,347,849,1930
YCL002C,70,50,28,60,35
YDL054C,255,168,73,155,250
YPL133C,100,50,23,69,66
YPR081C,125,93,32,99,164
YGR054W,2162,1467,677,1890,1915
YOR044W,31,32,14,41,31
YHR143W,2299,1359,777,1728,1177
YKL071W,11,2,1,4,1
YGL166W,131,68,37,161,345
YDR027C,266,166,66,173,279
YKR034W,0,0,0,0,0
YHR035W,28,14,10,31,30
YGR083C,931,697,317,1006,1464
YOL022C,742,511,247,574,1168
YGL001C,1381,857,439,1220,2554
YGL090W,36,22,6,10,50
YNL229C,638,373,191,466,368
YJR049C,455,285,97,266,483
YDL234C,292,159,88,216,248
YLR094C,390,238,124,342,517
YML118W,9,11,11,25,31
YDR368W,1221,669,316,866,1746
YOR378W,7,12,3,6,12
YGL188C-A,6,1,2,10,19
YJL011C,241,199,48,204,253
YOR221C,253,146,121,284,312
YAR007C,1025,586,325,905,1181
YKL069W,331,167,71,227,369
YGR001C,739,487,253,659,1223
YLR208W,2080,1373,464,1450,2236
YBR022W,117,56,27,73,56
YOR320C,513,311,117,374,395
YGR288W,44,22,10,33,82
YOR385W,130,82,44,116,134
YDL239C,2,1,1,0,5
YML078W,2023,1083,408,1471,2763
YDR128W,274,170,93,211,270
YDR326C,648,397,227,642,722
YLR330W,1104,709,272,977,1615
YML085C,2338,1579,542,1521,3293
YER080W,1066,701,265,841,1126
YHR179W,13680,8246,3358,8381,10574
YMR117C,126,53,18,55,100
YPR175W,211,155,87,214,235
YOR381W-A,1,0,0,0,0
YNL272C,457,314,77,293,524
YOR116C,1499,1247,430,1180,2223
YBL074C,107,46,19,64,120
YKL093W,3,1,3,4,9
YML088W,239,157,46,134,310
YIL106W,288,160,135,266,273
YER008C,291,198,101,361,507
YDR059C,117,62,37,107,98
YLR227C,9,8,3,8,15
YOL124C,558,401,78,309,500
YNR041C,291,175,66,162,405
YOR247W,2620,1393,1041,1620,822
YJL052C-A,0,0,0,0,0
YIL110W,360,262,75,219,454
YKL110C,441,301,136,380,379
YHL015W-A,0,0,0,0,0
YOL164W,23,15,14,29,46
YML102W,245,159,51,129,580
YLR272C,267,166,62,220,254
YGR213C,38,11,26,46,120
YGR071C,175,121,71,147,125
YER176W,473,290,117,355,425
YPR068C,80,49,19,49,73
YPL159C,152,79,47,133,102
YER167W,269,166,94,257,305
YDL115C,243,141,39,139,331
YGL256W,37,12,6,13,24
YMR147W,80,42,21,68,60
YDL189W,403,278,120,287,298
YPL231W,26929,19647,7191,20315,36361
YPR045C,486,281,114,314,224
YHR201C,790,571,150,501,1143
YBL079W,1098,759,268,684,999
YNL048W,438,275,100,315,322
YJR058C,207,129,50,125,175
YDL045C,175,100,48,119,200
YOL133W,339,186,78,241,418
YKL099C,579,392,103,392,529
YDR460W,246,143,33,164,322
YDR087C,694,535,163,501,1079
YPR006C,108,65,29,52,103
YJR143C,2539,1710,603,1521,2440
YMR001C-A,3,2,15,31,0
YPL210C,1120,782,414,1203,1376
YHR124W,11,6,5,14,13
YOR161C,169,80,29,64,66
YGR130C,996,560,287,1122,1630
YBL060W,126,76,33,91,112
YHL025W,252,158,76,145,315
YER103W,149,59,26,88,178
YCR067C,834,484,333,785,783
YER093C,180,116,55,155,129
YOL135C,152,79,25,117,74
YGR056W,425,237,148,382,321
YGR131W,47,36,16,49,74
YGL007C-A,0,0,1,1,0
YLR260W,242,137,52,189,245
YOR128C,1077,717,526,1432,2288
YJR065C,1952,1211,522,1384,2126
YOR086C,1326,836,316,1002,1998
YGL020C,541,331,119,354,439
YDR235W,188,107,55,158,155
YJL209W,72,48,11,38,47
YOR353C,213,147,85,206,262
YLR413W,4822,3412,1615,3659,2657
YNL237W,188,102,32,118,234
YBR087W,369,201,117,325,430
YKL213C,666,405,177,527,982
YLR429W,1832,1186,589,1848,2908
YGL242C,824,500,106,502,1192
YDR539W,369,250,130,283,399
YKL160W,541,288,130,425,557
YKR098C,58,29,17,44,48
YBR298C-A,0,0,0,0,0
YHR001W,542,352,193,438,538
YMR118C,0,1,0,0,0
YPR120C,109,73,33,91,82
YPR143W,432,280,62,331,593
YOR028C,48,31,33,50,42
YJR112W,163,108,28,89,153
YKL218C,88,45,34,101,153
YDL123W,107,53,48,70,112
YGL236C,162,99,19,74,144
YBR294W,1,0,1,1,0
YLR407W,174,102,32,154,194
YLR154C,147,70,32,117,139
YDR277C,12,8,4,14,15
YDL053C,292,154,133,350,372
YLR271W,37,10,2,21,35
YNL169C,325,225,100,214,459
YNL249C,62,53,22,54,78
YKL063C,318,186,75,326,654
YDR367W,281,175,82,169,318
YDR446W,5,0,0,0,1
YIL152W,29,24,12,21,35
YGL054C,1277,693,533,1211,1029
YJL069C,823,618,200,597,1017
YJL184W,262,155,43,138,488
YLR405W,169,116,45,126,223
YPR115W,200,92,56,129,152
YDR530C,151,99,66,162,260
YMR171C,226,137,61,119,192
YKR037C,159,89,39,118,93
YKR058W,12,6,6,6,7
YLR295C,513,241,96,398,436
YJL094C,385,301,121,328,554
YKL141W,319,124,61,141,159
YEL026W,3677,2356,883,2147,1907
YNL072W,195,113,51,135,377
YDL107W,67,38,13,48,91
YAL025C,737,569,145,561,883
YAL023C,3714,2410,725,1819,2422
YNL214W,122,75,36,88,127
YNL223W,101,67,20,58,128
YER157W,411,265,90,279,391
YAL058W,200,151,43,153,247
YPL173W,262,142,82,241,212
YJR153W,3,0,1,0,2
YML067C,637,436,211,487,717
YKL152C,66737,36476,18657,63355,119394
YOL112W,81,41,11,50,105
YGL119W,234,177,71,195,250
YNL236W,364,259,110,312,332
YGR132C,1079,695,222,632,881
YEL003W,468,262,114,345,353
YBR047W,140,97,46,175,178
YKR019C,118,83,42,116,139
YHR007C,4788,2555,820,2429,2541
YFR009W,2091,1550,471,1493,2904
YFR038W,363,220,77,273,333
YKL009W,1333,903,436,1286,1664
YMR044W,374,241,82,248,414
YJR121W,3982,2645,1049,3743,7598
YAR015W,1676,1170,576,1573,3570
YHR072W-A,939,535,244,890,1374
YDR337W,303,177,48,175,305
YPL216W,49,50,16,34,54
YNL132W,2233,1829,621,1908,3096
YGR140W,243,159,50,160,148
YMR134W,275,172,114,352,614
YOR062C,39,22,5,23,25
YNL149C,743,416,88,406,760
YDR158W,5312,3275,1531,4421,7987
YBR296C,529,310,324,843,1239
YOR339C,2,4,1,3,2
YGR033C,264,153,89,182,195
YML059C,661,407,160,458,734
YML022W,1707,1071,507,1592,3242
YLR086W,484,287,103,417,759
YLR199C,417,246,113,206,329
YPL234C,1900,1159,339,1021,1815
YFL001W,250,163,52,172,222
YMR021C,169,102,41,124,130
YJR014W,1265,774,192,955,2250
YCR037C,270,150,71,223,261
YBL034C,306,194,113,323,307
YKR039W,133,80,49,120,140
YOR032W-A,0,0,0,0,0
YIR007W,252,151,81,167,298
YDR003W-A,0,0,0,0,0
YKL079W,272,178,84,261,302
YLL015W,728,446,144,430,590
YBR176W,252,150,72,156,238
YKL150W,492,255,149,442,604
YDL160C-A,119,72,18,74,98
YDR227W,289,195,89,309,310
YDR336W,47,40,16,31,23
YDR086C,1191,679,274,1114,1306
YDL142C,112,64,67,124,121
YNL159C,200,82,45,130,219
YBR255W,126,59,28,85,108
YER150W,37,11,10,33,33
YKL172W,1766,1224,297,1406,2785
YFL047W,384,234,75,149,318
YPL071C,50,39,14,65,69
YKL067W,1257,581,290,1011,1996
YKR003W,692,462,179,451,749
YML098W,150,73,61,128,305
YDR002W,4960,2955,859,4210,7889
YIR037W,1218,652,380,1008,836
YDR105C,366,260,123,211,311
YLR050C,183,114,86,192,200
YPR193C,3,1,0,1,5
YMR023C,51,29,8,34,53
YGL056C,588,386,226,547,736
YDR011W,2476,1110,382,972,1558
YBR071W,263,134,76,251,229
YML043C,53,43,7,36,48
YKL185W,585,359,310,694,590
YML001W,1440,616,345,926,1286
YDL061C,2125,1335,301,1164,2211
YBR078W,17507,11104,5985,13940,15961
YLR220W,263,126,43,117,162
YPL023C,526,337,159,368,737
YOR073W,103,67,27,83,101
YDR026C,140,71,21,106,206
YDR261C,461,224,108,295,320
YMR149W,1124,614,385,926,1385
YCL061C,336,191,79,286,426
YFL022C,4284,2691,1029,2984,3633
YAL007C,1138,701,269,846,1072
YIL033C,1253,704,276,715,984
YIL001W,105,73,26,74,121
YOR167C,6292,3429,749,3574,15491
YDL027C,89,45,41,92,94
YOR100C,1,1,1,1,4
YGL192W,0,1,0,0,0
YDR288W,119,71,18,81,87
YIR005W,62,31,31,101,177
YNL204C,0,0,0,0,0
YIR036C,351,190,63,240,549
YBL107C,167,84,32,74,83
YDL205C,402,204,58,198,504
YKR103W,148,129,56,157,175
YHR204W,126,94,20,53,99
YGL144C,100,53,32,63,112
YBR088C,1211,693,313,1000,1424
YBR117C,6,5,1,1,1
YFR006W,1004,592,203,546,1313
YFL042C,347,220,98,235,390
YNL300W,617,334,435,898,651
YPL108W,98,70,14,71,101
YDR022C,54,16,24,46,96
YKL205W,810,559,231,589,573
YOL016C,466,298,119,405,970
YHR042W,4848,3498,1203,2748,6068
YPR002W,65,20,26,80,153
YPL158C,458,254,159,405,428
YKL105C,174,89,36,120,177
YPL052W,107,61,42,133,103
YBR241C,153,90,39,111,152
YMR047C,1171,696,356,911,1057
YGR102C,104,49,21,76,160
YPL027W,3,0,0,1,0
YNL293W,168,108,47,103,189
YBR056W-A,30,12,37,80,61
YPR155C,188,116,34,127,220
YPL177C,385,252,128,361,264
YNR046W,593,387,222,410,552
YLR314C,1530,934,429,1383,2354
YKL013C,920,562,226,613,1305
YMR315W-A,0,0,0,0,0
YNR066C,32,22,8,25,22
YNL003C,162,119,76,164,158
YER153C,40,25,8,31,91
YAR035C-A,0,0,0,0,0
YBL030C,3828,2374,800,2403,3863
YLR276C,912,765,295,932,1033
YNR055C,239,170,55,127,242
YDL155W,193,126,83,178,257
YPL065W,163,89,46,161,123
YOR295W,62,38,19,76,66
YBR111C,808,510,232,806,966
YGR105W,341,159,191,385,769
YGR066C,4,5,0,3,6
YJL061W,496,399,174,467,552
YGR101W,198,126,74,143,206
YOR067C,554,345,131,334,343
YJL212C,930,704,220,509,575
YNL012W,30,9,6,15,13
YFR039C,366,189,77,251,374
YER183C,204,126,62,163,187
YBR151W,361,218,82,244,414
YLR105C,101,57,22,57,97
YDL100C,3744,2433,1116,2992,4003
YOL163W,1,0,0,0,0
YDR301W,486,332,156,356,430
YJL006C,160,108,47,123,174
YGR250C,320,161,120,285,350
YMR041C,139,87,38,116,253
YPR011C,96,53,30,57,81
YDR511W,123,48,38,107,77
YIL078W,11418,7503,2501,7847,13149
YNR053C,1209,801,343,859,2149
YDR071C,1369,827,531,1477,1706
YIL039W,1022,701,279,668,1299
YDL043C,172,75,41,139,128
YFR047C,659,449,174,389,1024
YCR011C,1494,888,314,924,1510
YCR077C,1472,905,362,1126,1632
YOL117W,104,42,22,79,101
YJL203W,177,93,41,112,149
YKL090W,108,40,28,90,68
YHR139C,2,1,1,0,0
YGL081W,17,7,2,13,32
YOR328W,20,13,5,14,22
YDR178W,189,68,17,109,96
YBL045C,589,277,159,334,475
YLL061W,218,169,41,133,199
YLR149C,48,32,9,33,60
YOR034C,265,185,77,180,329
YLR207W,486,271,88,256,401
YMR208W,810,609,216,616,776
YLR437C,194,91,72,171,307
YNR019W,831,407,281,671,1024
YPL235W,1356,914,400,1231,2042
YBR119W,88,62,57,146,125
YFL010C,2024,1195,727,1555,2034
YER068W,527,356,263,686,622
YOL082W,225,113,70,230,299
YDR469W,151,77,58,144,248
YAL009W,75,48,6,45,92
YJR067C,120,53,26,75,150
YPL226W,5710,4430,1864,5317,7128
YDR424C,228,111,45,135,237
YFR002W,904,588,314,803,1409
YOR065W,45,14,12,30,54
YFR017C,29,8,12,30,33
YAR023C,0,0,0,1,6
YHR146W,2164,1410,473,1838,2667
YPL122C,228,158,64,185,188
YIL045W,91,59,41,100,104
YER186C,1,1,3,2,2
YOR011W,447,219,38,87,114
YGL121C,16,8,2,9,6
YOR038C,333,189,101,251,309
YCR047C,551,440,83,268,556
YIL103W,371,259,108,263,374
YJR017C,681,439,100,322,640
YKR048C,2160,1396,503,1252,4016
YPR113W,1222,710,299,614,1153
YMR099C,1882,1270,655,1883,2295
YDL022C-A,0,0,0,0,0
YGR120C,144,100,48,117,145
YDR423C,358,219,81,261,511
YLR190W,457,248,102,296,389
YPL011C,146,94,30,102,123
YGL156W,420,178,61,166,268
YKL212W,2564,1660,814,2135,2795
YPL082C,767,472,161,439,685
YDR063W,265,136,67,227,292
YOR213C,119,81,35,72,82
YHL030W,1520,992,431,1135,1529
YLR419W,550,394,171,447,530
YMR036C,98,67,23,79,121
YDR352W,346,219,76,208,315
YOR090C,328,233,96,260,355
YEL021W,0,0,0,0,0
YBL006C,237,160,61,159,296
YNL183C,300,201,112,297,293
YDR422C,296,202,108,303,340
YCR028C-A,1665,870,606,1449,1223
YIL014W,242,121,57,128,240
YLR144C,377,255,177,342,327
YNR071C,6,3,2,4,1
YGR146C-A,3,1,1,0,0
YEL071W,6690,4680,2436,7424,10533
YLR324W,332,191,67,198,332
YLR389C,893,652,323,857,1284
YNL263C,909,571,299,628,634
YPR030W,8,2,3,7,6
YIL073C,8,7,2,4,21
YPR154W,677,334,268,573,564
YDR303C,612,394,182,498,511
YKL148C,113,34,24,52,82
YGL186C,1030,687,240,704,1015
YBL029W,13,5,5,12,8
YER162C,110,56,12,68,159
YER046W,45,18,6,28,30
YDR130C,127,54,28,119,168
YBR005W,116,68,26,72,178
YKL058W,372,180,51,154,454
YJR005W,418,297,126,302,523
YPR023C,476,275,83,261,441
YOR367W,282,153,81,304,284
YMR071C,803,451,209,524,828
YBL018C,200,121,51,106,234
YIL155C,236,130,46,123,239
YJR099W,252,149,86,197,175
YGL016W,836,587,243,558,795
YOR321W,754,472,105,375,468
YCL018W,0,0,0,0,0
YER147C,147,110,29,77,188
YIL090W,363,232,76,217,293
YJR109C,2613,1486,736,2165,2578
YNL176C,176,116,67,140,128
YKL068W,940,572,354,814,713
YIL096C,259,175,72,199,104
YDR454C,2625,1573,803,2101,2932
YDR362C,189,119,36,135,265
YJL187C,136,80,31,147,158
YGR202C,414,218,72,259,372
YDR056C,740,526,157,525,1103
YDR408C,520,311,165,364,680
YDL019C,772,432,182,549,868
YDR297W,796,453,163,407,395
YKL112W,1062,554,260,714,1081
YKR095W-A,130,71,39,112,113
YBR103W,288,185,48,131,272
YER041W,46,23,9,35,63
YOL026C,257,121,72,186,567
YDR440W,164,112,50,158,160
YLR420W,1945,1353,1147,2586,3568
YNL151C,541,391,76,300,526
YCL016C,113,74,35,88,169
YHR100C,117,62,33,93,84
YPR046W,100,63,13,46,91
YBR097W,261,142,70,160,158
YNR028W,317,142,91,219,313
YLR298C,175,109,47,108,133
YJR117W,1728,1082,463,1194,1031
YLL052C,11,18,6,8,19
YOL098C,1387,963,342,1022,1677
YOR271C,1111,731,372,784,1584
YOR149C,130,64,35,81,60
YDR289C,298,189,65,255,457
YLL006W,263,171,47,133,225
YDR166C,479,285,146,410,324
YDL028C,210,114,43,164,170
YDR319C,167,105,64,147,111
YGL211W,188,129,51,140,229
YKL133C,22,18,5,17,9
YNL137C,420,269,113,302,405
YDL194W,61,20,8,32,75
YKR014C,856,544,177,619,830
YDL176W,78,73,20,54,103
YDR487C,1287,725,371,952,1438
YLR346C,118,39,9,56,76
YOR084W,1,0,0,0,6
YIL135C,320,190,167,365,288
YLR209C,340,212,112,305,417
YPR028W,1694,908,648,1823,1454
YLR093C,429,253,149,465,519
YLR342W,9297,6089,2156,5271,8480
YEL061C,296,198,88,255,283
YLR254C,92,39,11,54,89
YOR166C,118,78,38,94,111
YBR091C,186,113,37,110,159
YKL049C,193,106,33,144,209
YHR166C,146,97,31,86,118
YLR277C,274,218,108,208,345
YPL089C,184,120,64,141,92
YLR154W-C,0,0,0,0,0
YNL006W,307,167,69,175,332
YNL167C,228,136,87,208,123
YKL156W,3175,2255,833,2097,1669
YFR052W,1488,892,362,1071,983
YGR203W,121,64,32,75,261
YJR005C-A,318,232,83,737,1210
YGL248W,111,57,32,99,175
YLL005C,1,0,0,1,0
YGL228W,1035,694,177,621,1318
YOR226C,618,513,397,1022,1138
YPR035W,4123,2894,1465,3939,8001
YLR162W-A,0,0,0,0,0
YMR015C,1197,754,493,1238,1191
YFL014W,63,17,11,26,34
YKL078W,292,279,78,194,312
YDR155C,16765,9737,5304,11495,25281
YER074W-A,279,135,70,222,328
YFL029C,124,86,33,106,203
YDL076C,149,80,61,169,149
YOR193W,43,17,17,34,42
YGL194C-A,46,27,12,36,26
YGR201C,41,20,6,16,50
YHR049W,965,531,241,510,864
YJL051W,187,96,48,144,150
YIL163C,3,2,2,1,3
YDR420W,169,129,49,148,133
YBL039W-B,10,0,3,13,15
YDL197C,42,39,15,42,65
YMR289W,246,137,49,136,301
YER086W,1993,1261,580,1370,1856
YCR024C,85,39,24,56,61
YDR186C,526,378,165,482,425
YDR529C,226,78,33,144,142
YPL104W,160,111,40,119,148
YBR072W,299,130,53,138,190
YDR018C,6,5,2,4,4
YMR227C,222,163,39,166,375
YKL026C,7,1,2,2,3
YML071C,317,217,81,229,299
YNL038W,72,52,24,72,103
YCL024W,167,103,47,105,218
YOL097W-A,0,0,0,0,0
YMR218C,298,191,64,184,327
YOR079C,451,338,103,270,365
YGR044C,293,160,100,244,329
YPL223C,5,2,0,9,2
YPL250C,435,200,84,252,498
YGL232W,607,388,160,453,775
YGL213C,607,472,152,475,802
YGL101W,259,182,75,242,599
YKL017C,128,94,57,109,151
YMR152W,573,352,181,375,847
YNL083W,105,49,19,53,80
YBR157C,82,52,21,59,38
YMR061W,447,300,114,316,424
YPL117C,1265,738,314,881,1202
YOR311C,341,184,138,297,305
YMR293C,68,54,18,61,64
YDR259C,30,15,16,38,30
YCL031C,534,337,142,422,568
YIR026C,546,416,197,405,571
YGL151W,555,386,176,381,557
YGL095C,362,190,86,240,297
YHR096C,31,7,5,3,20
YJR093C,244,139,91,193,340
YDR488C,90,52,28,45,120
YPR169W,512,386,105,385,814
YOR308C,212,123,54,163,220
YPL195W,776,589,197,646,1025
YEL051W,2351,1362,513,1574,2941
YBL091C-A,112,73,40,62,100
YPR010C-A,84,48,14,72,122
YMR165C,311,188,47,219,341
YNL067W-B,0,0,0,0,0
YGR015C,41,21,19,39,41
YMR106C,99,66,26,86,131
YBR202W,687,446,162,490,782
YKL052C,288,162,41,135,268
YPL259C,384,211,119,294,390
YIR020C,0,0,0,0,0
YKL140W,493,301,128,293,402
YFL050C,0,1,0,0,0
YMR212C,697,498,176,528,720
YKR010C,168,97,52,143,142
YNL155W,538,354,156,479,661
YFR051C,1925,1186,640,1645,2430
YLL063C,70,37,32,60,110
YLR005W,246,126,61,181,254
YGR043C,36,26,12,30,40
YBR285W,7,1,2,8,4
YKL124W,135,86,29,69,139
YNR007C,128,66,46,115,150
YLR275W,151,86,27,127,165
YOL101C,534,489,181,398,207
YER024W,20,9,12,13,29
YDL022W,2185,972,544,1562,2679
YJL183W,845,513,190,507,781
YOL033W,88,47,28,61,80
YJR125C,964,567,279,995,1370
YML126C,7504,6079,3678,8658,15105
YMR069W,16,6,5,10,26
YLR258W,299,114,63,195,416
YBL085W,430,221,124,431,474
YMR288W,292,199,98,251,374
YHR176W,46,26,11,32,62
YOR327C,891,439,196,785,582
YNR027W,137,88,41,76,225
YCR060W,130,84,46,93,143
YJR100C,141,65,32,71,113
YLR130C,187,104,40,112,187
YDR234W,526,251,54,186,249
YOR164C,1309,823,297,937,1378
YAL062W,57,46,7,37,122
YFR032C,4,0,1,2,1
YOR376W-A,0,0,0,0,0
YER148W,676,409,197,494,835
YBL014C,133,80,40,81,151
YBL101C,377,221,106,276,344
YDR005C,191,120,65,178,212
YHL021C,231,106,83,236,265
YPR133C,857,563,154,630,991
YPL232W,609,383,143,526,1011
YKR016W,366,219,94,300,353
YPR182W,207,96,64,198,368
YNL245C,116,77,16,80,127
YPL215W,207,96,48,176,325
YHR074W,1116,770,297,619,992
YIR028W,8,6,3,6,9
YCL059C,977,667,217,931,1488
YAL037W,8,2,2,9,11
YER003C,2255,1342,591,1750,1887
YML046W,212,152,64,194,187
YMR085W,0,1,0,0,0
YCL034W,577,372,86,282,713
YFL039C,25442,15675,7023,19588,23991
YHR188C,791,520,212,515,921
YOL080C,221,175,66,210,256
YPL091W,2048,1413,510,1759,3993
YER127W,582,426,92,346,580
YJR090C,323,218,111,275,362
YFL031W,104,58,60,158,325
YJL097W,1250,798,435,1073,827
YCL011C,1041,665,204,669,1876
YPL059W,397,187,100,267,417
YGL050W,235,138,60,178,238
YLR164W,1,1,2,4,2
YDL093W,660,411,165,379,482
