Genes	ncs2_1	ncs2_2	ncs2_3	uba4_1	uba4_2	uba4_3	WT_1	WT_2	WT_3
YER133W	1368	2284	1851	1164	1609	1199	1402	1667	1186
YER134C	238	479	294	222	314	249	298	318	197
YER136W	1509	2594	2326	1227	1880	1413	1662	1996	1132
YER137C	45	78	51	40	73	24	36	37	39
YER138W-A	2137	3895	3613	1767	2296	1777	5073	6808	4479
YER139C	107	180	194	101	166	92	128	211	90
YER140W	310	482	610	272	382	239	310	429	340
YER141W	1344	2273	2108	1194	1865	1155	1334	1516	1110
YER142C	192	408	282	113	292	201	164	192	140
YER143W	508	1039	895	467	640	499	509	601	429
YER144C	332	504	503	302	405	342	406	389	287
YER145C	1420	2700	2225	1328	2103	1377	1142	1314	791
YER146W	309	655	671	355	476	351	409	449	325
YER147C	209	442	300	186	265	184	217	270	146
YER148W	552	844	810	552	659	551	601	687	453
YER149C	151	335	318	193	169	159	195	210	175
YER150W	7	51	32	9	31	27	19	33	9
YER151C	967	1728	1466	755	1283	889	1018	1072	745
YER152C	635	1168	919	621	752	510	671	671	463
YER153C	145	343	274	177	247	164	213	232	139
YER154W	595	1271	1126	600	923	605	854	896	694
YER155C	2392	3777	3444	1735	2831	1870	2504	3038	1925
YER156C	1158	2038	1838	1038	1343	966	1326	1401	915
YER157W	466	625	564	321	520	306	507	571	417
YER158C	174	238	215	89	250	125	169	234	135
YER159C	222	311	404	215	274	198	239	306	164
YER161C	297	536	460	219	374	256	300	431	230
YER162C	217	362	282	188	284	158	229	328	208
YER163C	345	637	520	323	495	300	496	623	348
YER164W	1209	2097	1734	898	1482	1014	1349	1619	1066
YER165W	6297	10340	9685	4752	7026	5066	7224	8843	6035
YER166W	1791	2992	2749	1499	2259	1606	1994	2471	1532
YER167W	253	430	385	190	285	212	298	300	275
YER168C	284	529	503	325	402	245	408	443	287
YER169W	184	388	268	150	252	200	266	283	171
YER170W	249	385	323	208	233	209	233	255	131
YER171W	554	1006	866	457	768	494	606	691	506
YER172C	1043	1783	1629	816	1223	797	1121	1282	855
YER173W	89	207	153	127	126	117	153	164	89
YER174C	249	461	368	253	299	240	425	467	293
YER175C	224	430	302	186	335	195	262	291	172
YER175W-A	7	17	6	3	7	14	0	14	0
YER176W	604	1175	953	516	764	516	648	751	441
YER177W	7515	12247	11701	5531	8215	5694	7642	9119	5841
YER178W	5901	13403	9130	5232	7409	4863	6679	6880	5073
YER179W	40	51	69	33	56	39	52	61	31
YER180C	48	109	70	37	59	40	70	47	34
YER180C-A	145152	519332	332155	186334	227043	118218	164122	206338	223297
YER182W	201	385	343	218	252	191	242	303	234
YER183C	181	385	262	147	223	183	211	178	162
YER184C	91	173	128	59	148	112	106	119	105
YER185W	16	12	13	13	12	4	22	19	18
YER186C	156	321	294	141	286	201	227	258	168
YER187W	22	17	60	31	45	35	41	33	15
YER188C-A	1	7	0	0	3	4	15	0	0
YER189W	114	217	156	131	143	112	101	156	89
YER190C-B	37	57	52	17	79	49	36	46	38
YER190W	599	1028	932	549	807	588	773	937	586
YFL001W	210	340	307	159	242	132	153	228	138
YFL002C	509	841	841	338	625	406	631	595	476
YFL003C	10	18	24	6	6	15	8	9	6
YFL004W	1444	2510	2072	1225	1719	1268	2020	2343	1456
YFL005W	1452	2491	2309	1339	1614	1325	1491	1813	1140
YFL007W	2665	4443	4225	2135	3264	2320	2864	3266	2151
YFL008W	550	822	753	366	616	404	562	667	369
YFL009W	452	805	711	353	533	363	452	566	383
YFL010C	402	742	586	362	539	410	536	591	460
YFL010W-A	0	0	0	1	3	0	0	2	0
YFL011W	4	4	9	2	8	2	8	0	4
YFL012W	1	2	6	0	1	3	0	4	1
YFL013C	374	603	611	276	462	288	356	466	358
YFL014W	322	510	446	188	355	246	146	134	85
YFL016C	1506	2500	2266	1159	1835	1217	1452	1715	1177
YFL017C	199	381	314	207	270	199	196	291	190
YFL017W-A	131	204	171	102	164	122	142	142	79
YFL018C	3898	6326	6049	3476	4896	3183	3475	4337	2764
YFL020C	12	9	1	5	6	20	1	8	13
YFL021W	913	1717	1520	860	1328	830	921	1164	697
YFL022C	2653	4574	3798	2321	2854	1990	2509	3041	2117
YFL023W	315	644	474	239	377	300	329	408	332
YFL024C	449	720	700	347	567	362	457	607	365
YFL025C	391	661	595	345	468	365	485	500	321
YFL026W	1708	3236	2558	1639	2055	1515	1777	2375	1583
YFL027C	198	247	242	128	182	131	164	211	117
YFL028C	564	992	837	530	733	506	588	568	477
YFL029C	158	325	289	166	254	147	132	203	131
YFL030W	680	1384	1152	749	1260	895	482	658	469
YFL031W	4773	8604	7635	4456	7419	4855	6613	8089	4616
YFL033C	492	1031	858	520	841	490	662	653	439
YFL034C-A	446	778	710	392	502	424	641	751	541
YFL034C-B	195	313	317	172	205	167	139	201	160
YFL034W	332	587	484	227	397	299	404	447	231
YFL036W	1541	2886	2543	1580	2222	1422	1539	2164	1378
YFL037W	4581	7703	6923	3497	5412	3537	5519	6110	4323
YFL038C	2413	4554	3925	2038	3287	2102	2823	3197	2090
YFL039C	13156	23190	19566	11149	15630	11238	14940	18357	10948
YFL040W	0	0	2	3	3	0	4	0	4
YFL041W	780	1455	1349	723	1008	780	781	887	594
YFL041W-A	21	60	55	28	35	15	57	33	15
YFL042C	244	527	433	241	412	342	264	394	240
YFL044C	439	841	777	435	647	464	421	496	445
YFL045C	1354	2698	2255	1394	1761	1322	2175	2426	1602
YFL046W	135	335	347	156	174	141	198	258	179
YFL047W	642	1166	1013	566	806	580	755	847	565
YFL048C	511	1083	842	517	708	459	513	717	488
YFL049W	255	389	426	234	263	208	295	317	245
YFL050C	123	190	139	100	178	113	159	166	102
YFL051C	0	0	0	0	2	0	0	0	0
YFL052W	171	309	365	154	300	229	211	225	137
YFL053W	5	23	7	2	4	4	17	10	6
YFL054C	189	434	296	199	316	205	226	283	132
YFL055W	82	152	137	72	125	89	127	127	84
YFL058W	33	67	42	18	37	39	17	34	22
YFL059W	204	472	377	184	307	296	249	261	154
YFL060C	78	158	151	61	167	98	86	107	79
YFL061W	13	27	25	13	13	18	9	47	13
YFL062W	484	819	809	418	613	442	462	679	462
YFL064C	65	119	103	70	103	46	54	72	33
YFL065C	131	186	166	82	140	98	109	143	102
YFL066C	474	685	710	338	694	378	450	535	377
YFL067W	98	191	161	93	133	116	85	169	56
YFL068W	30	53	35	10	58	43	34	42	27
YFR001W	187	422	268	166	253	188	280	316	224
YFR002W	1013	1902	1679	884	1231	848	1041	1137	777
YFR003C	156	285	253	135	260	150	160	280	157
YFR004W	1564	2471	2313	1115	1798	1099	1367	1635	1089
YFR005C	116	214	191	120	180	121	143	154	66
YFR006W	823	1369	1092	635	875	575	647	851	479
YFR007W	105	232	184	105	201	121	120	135	123
YFR008W	62	129	76	79	89	63	70	100	52
YFR009W	250282	568943	460597	232294	309527	178281	248590	256152	224512
YFR010W	571	1157	797	529	791	533	669	827	585
YFR011C	529	930	885	529	725	614	539	667	394
YFR012W	0	19	9	4	9	4	0	5	3
YFR012W-A	2	11	6	1	4	5	4	2	0
YFR013W	366	645	520	315	425	260	400	496	367
YFR014C	430	987	875	512	757	537	770	807	523
YFR015C	301	609	468	364	621	381	406	547	300
YFR016C	1533	2834	2432	1319	1505	1190	1298	1667	1232
YFR017C	110	244	231	123	231	158	180	192	93
YFR018C	543	601	500	346	574	322	524	575	401
YFR019W	839	1506	1264	646	1105	739	947	1130	796
YFR020W	407	680	546	341	554	317	395	405	281
YFR021W	244	315	314	179	274	192	187	205	147
YFR022W	134	146	170	120	110	82	124	112	82
YFR023W	4	15	8	3	2	7	3	6	4
YFR024C-A	984	2055	1598	836	1313	849	901	1024	688
YFR025C	74819	170935	130241	78768	114975	65593	94360	86048	74339
YFR026C	29	45	33	28	40	15	22	46	40
YFR027W	98	110	102	65	112	64	120	87	58
YFR028C	476	772	735	325	555	375	524	589	342
YFR029W	290	485	510	251	374	262	278	362	255
YFR030W	11045	19669	16597	9036	12201	8709	11104	13985	9070
YFR031C	584	868	762	402	654	460	468	577	382
YFR031C-A	15026	27918	22751	12972	19050	13613	17414	20815	12915
YFR032C	36	184	73	68	58	52	61	74	45
YFR032C-A	2917	5361	4140	2304	3038	3481	3488	3972	2823
YFR032C-B	21	41	35	34	26	18	37	36	46
YFR033C	2378	4519	4071	2143	3660	2412	2682	3276	2066
YFR034C	569	1058	833	492	601	484	571	777	516
YFR035C	433	1808	931	757	639	525	446	713	412
YFR036W	46	88	83	50	61	33	42	52	42
YFR037C	1209	1969	1889	901	1387	819	1252	1695	1043
YFR038W	537	785	708	391	580	343	499	548	339
YFR039C	360	610	542	294	431	276	450	510	311
YFR040W	558	950	828	525	821	461	610	833	527
YFR041C	155	295	175	128	175	123	171	231	161
YFR042W	150	254	157	126	208	102	140	148	102
YFR043C	243	342	373	160	211	127	136	234	120
YFR044C	1875	3536	3081	1844	2370	1717	1568	2017	1189
YFR045W	105	186	127	83	119	95	151	178	72
YFR046C	156	285	188	146	176	170	185	190	133
YFR047C	765	1590	1160	729	1067	746	831	1041	654
YFR048W	292	573	467	251	360	187	270	360	206
YFR049W	310	663	478	328	530	413	442	415	332
YFR050C	997	1977	1508	1018	1202	853	1063	1145	724
YFR051C	813	1581	1119	751	945	657	818	1058	671
YFR052W	1032	1795	1504	852	1202	930	1142	1343	846
YFR053C	2541	6308	5140	3403	6861	3995	3982	5163	2678
YFR055W	80	165	120	74	131	66	116	187	80
YFR057W	0	0	7	0	0	0	6	0	4
YGL001C	665	1393	1107	620	779	603	729	890	560
YGL002W	201	354	268	175	204	195	190	268	157
YGL003C	246	416	393	241	257	136	329	299	180
YGL004C	156	271	181	166	178	143	131	159	110
YGL005C	222	372	249	169	205	161	215	314	160
YGL006W	1450	2644	2338	1410	2090	1452	1455	1968	1193
YGL006W-A	47	86	74	57	71	60	54	59	56
YGL007C-A	43	133	89	48	67	68	82	98	58
YGL008C	68791	120092	99036	56454	74210	54433	67917	83141	52901
YGL009C	8319	14191	12424	6559	9244	6623	9258	10832	6963
YGL010W	99	145	114	70	67	78	64	102	46
YGL011C	2185	4246	3414	2094	2989	2095	2186	2537	1579
YGL012W	2443	4216	3631	2100	2952	2057	2503	3036	2059
YGL013C	789	1391	1176	628	885	615	839	916	551
YGL014W	1212	2006	1613	1003	1295	1002	1342	1569	945
YGL015C	0	0	0	0	0	0	6	6	2
YGL016W	859	1288	1388	822	996	681	620	781	469
YGL017W	211	316	250	161	250	166	183	187	125
YGL018C	58	126	118	46	102	54	117	107	72
YGL019W	355	749	641	372	524	398	539	528	364
YGL020C	182	399	409	142	277	187	244	264	221
YGL021W	547	825	762	450	547	410	564	744	385
YGL022W	2600	5240	4573	2625	3486	2419	3216	3773	2484
YGL023C	885	1285	1071	624	966	656	945	938	688
YGL025C	535	703	734	304	507	295	362	508	268
YGL026C	4931	8471	7369	4188	5714	4100	3069	3510	2457
YGL027C	1033	1779	1424	924	1123	805	918	930	687
YGL028C	647	1084	912	582	689	493	661	755	481
YGL029W	58	145	123	79	103	87	102	146	67
YGL030W	5746	9894	8679	5179	7062	5278	6900	7402	5191
YGL031C	11623	20135	17653	10077	11333	8894	12759	20022	13194
YGL032C	97	114	93	58	44	72	109	108	94
YGL033W	0	22	6	3	6	11	13	6	9
YGL035C	724	1260	1290	668	1031	696	962	1135	698
YGL036W	311	541	488	266	380	279	290	393	271
YGL037C	904	1521	1387	848	1352	733	1026	1202	699
YGL038C	275	470	433	215	318	217	337	450	282
YGL039W	141	228	232	113	174	149	151	162	91
YGL040C	969	1787	1676	939	1325	994	1099	1336	906
YGL041C-B	0	0	0	2	0	1	0	4	1
YGL041W-A	194	344	344	182	338	179	233	371	180
YGL043W	480	725	640	408	511	378	554	700	478
YGL044C	200	321	289	177	298	196	225	275	144
YGL045W	111	203	155	88	158	146	138	139	120
YGL047W	209	386	250	175	305	236	226	261	203
YGL048C	1753	3081	2541	1399	2120	1560	2057	2120	1546
YGL049C	1065	1692	1752	922	1234	710	1086	1296	876
YGL050W	253	400	387	237	280	283	269	318	198
YGL051W	28	83	54	22	40	20	42	43	25
YGL053W	76	158	153	96	97	84	54	114	104
YGL054C	627	1101	885	582	770	661	737	854	544
YGL055W	4460	7343	6331	3215	4413	3106	5194	6061	4195
YGL056C	589	984	911	461	844	545	620	704	465
YGL057C	87	215	179	104	134	119	93	124	105
YGL058W	288	555	563	262	445	328	303	362	279
YGL059W	191	257	342	143	239	159	129	259	134
YGL060W	302	471	416	233	316	249	259	277	236
YGL061C	109	141	127	92	104	65	135	104	75
YGL062W	9095	16995	14225	7909	11365	9023	12129	14717	9311
YGL063W	158	365	270	134	245	165	180	230	116
YGL064C	269	493	406	216	336	183	340	346	263
YGL065C	210	356	339	241	294	218	212	272	174
YGL066W	200	350	370	168	268	223	231	305	232
YGL067W	374	632	549	351	388	331	391	383	255
YGL068W	1215	2160	1799	1154	1419	1183	1469	1726	1064
YGL070C	252	554	356	279	348	297	321	407	300
YGL071W	293	405	386	264	386	236	225	307	180
YGL073W	454	730	649	362	557	355	439	552	335
YGL075C	68	131	107	68	87	53	101	106	79
YGL076C	13728	24307	19681	11658	14310	11458	13783	16193	11239
YGL077C	2787	4995	4011	2341	3075	2270	2767	3332	1974
YGL078C	1144	1652	1606	959	1242	687	1133	1127	835
YGL079W	62	150	132	67	115	76	102	140	113
YGL080W	85	222	180	87	123	97	112	190	106
YGL081W	6	19	13	7	9	12	7	10	9
YGL082W	336	578	463	293	444	243	378	487	330
YGL083W	284	427	357	223	324	252	221	264	192
YGL084C	507	948	708	440	660	467	481	653	426
YGL085W	107	160	204	109	130	83	169	207	110
YGL086W	244	423	381	250	285	233	322	307	270
YGL087C	155	343	291	179	238	182	204	156	127
YGL089C	0	0	5	0	1	0	1	0	0
YGL090W	102	193	176	90	141	100	116	170	107
YGL091C	391	627	560	364	492	304	341	421	249
YGL092W	1209	2047	1873	1034	1395	949	1247	1569	975
YGL093W	387	588	544	309	498	366	318	430	271
YGL094C	673	1251	1152	584	914	544	851	1039	616
YGL095C	315	526	548	299	385	264	377	464	291
YGL096W	54	103	129	64	111	77	117	96	81
YGL097W	666	1201	1130	553	836	553	626	770	472
YGL098W	72	161	120	71	123	73	78	125	90
YGL099W	548	1049	949	571	651	527	663	739	489
YGL100W	695	1375	1109	607	875	555	698	820	584
YGL101W	202	420	377	185	264	209	287	322	165
YGL103W	14540	26215	21067	12354	15390	12767	15108	19718	12377
YGL104C	44	96	47	41	49	20	55	55	47
YGL105W	3018	5705	4163	2637	3499	2818	3225	3422	2128
YGL106W	654	1016	1095	601	793	550	619	953	514
YGL107C	957	1711	1571	849	1189	882	1149	1315	895
YGL108C	69	127	89	64	95	69	96	112	75
YGL110C	216	433	326	191	295	172	250	369	136
YGL111W	444	713	626	323	493	383	589	720	418
YGL112C	649	1112	1037	541	722	597	737	762	493
YGL113W	196	303	287	169	194	134	213	215	153
YGL114W	444	733	714	436	564	481	519	541	374
YGL115W	920	1503	1301	780	1272	814	1105	1312	971
YGL116W	314	541	489	227	388	287	348	474	215
YGL117W	412	608	509	373	458	302	207	290	152
YGL119W	254	454	374	171	326	165	302	331	226
YGL120C	1376	2280	1961	1071	1427	958	1364	1395	983
YGL121C	33	61	67	33	71	34	47	61	62
YGL122C	866	1498	1329	755	999	731	812	1101	747
YGL123W	20108	34401	28987	16012	24084	16695	23080	28047	16831
YGL124C	122	310	206	98	147	100	107	193	141
YGL125W	3774	7487	6034	3193	4592	3105	3973	4726	3078
YGL126W	543	974	799	440	657	429	522	610	364
YGL127C	83	170	167	97	102	92	146	142	118
YGL128C	50	114	105	67	72	49	71	91	76
YGL129C	643	1207	887	532	816	517	756	883	613
YGL130W	255	413	375	224	346	187	222	256	159
YGL131C	431	669	596	313	385	256	454	470	294
YGL133W	515	928	864	411	609	415	572	699	457
YGL134W	36	110	98	73	101	60	46	88	53
YGL135W	16578	29038	26318	14112	19790	14556	18984	23322	14683
YGL136C	106	269	207	108	142	119	171	223	130
YGL137W	2896	5190	4045	2325	3434	2443	2582	3176	1986
YGL138C	0	0	0	0	0	0	0	0	2
YGL139W	677	1206	1117	666	835	547	620	825	623
YGL140C	1379	2675	2014	1184	1666	1290	1483	1877	1125
YGL141W	370	665	589	356	472	310	419	479	327
YGL142C	265	436	390	226	321	229	336	309	183
YGL143C	586	936	906	484	597	483	601	686	446
YGL144C	180	302	272	164	236	141	198	174	133
YGL145W	308	455	422	249	342	257	408	339	226
YGL146C	97	160	124	138	184	84	133	162	63
YGL147C	8381	15845	13099	7461	9893	7778	9440	11702	7964
YGL148W	2496	4473	3622	1931	2734	1972	2287	2598	1899
YGL150C	1060	1822	1491	907	1217	1019	1143	1412	904
YGL151W	463	821	661	373	466	412	453	588	300
YGL153W	160	247	231	148	216	165	179	257	145
YGL154C	57	137	93	71	94	54	79	103	55
YGL155W	381	674	611	316	463	381	474	544	337
YGL156W	233	525	328	163	294	201	317	377	199
YGL157W	133	210	192	111	150	98	152	207	94
YGL158W	6	6	5	7	1	3	7	15	2
YGL159W	217	331	243	198	243	154	230	276	129
YGL160W	314	698	595	311	441	388	420	492	294
YGL161C	513	918	812	505	704	428	489	575	389
YGL162W	38	132	59	54	99	54	74	107	42
YGL163C	426	761	675	376	583	306	485	518	314
YGL164C	199	383	304	130	253	140	271	347	108
YGL166W	108	176	165	65	119	100	134	141	102
YGL167C	2008	3524	3031	1585	2347	1852	2114	2597	1840
YGL168W	46	70	83	42	46	45	51	60	42
YGL169W	199	411	353	214	278	262	226	268	164
YGL170C	4	5	2	0	2	0	2	0	0
YGL171W	384	808	621	302	537	333	467	507	323
YGL172W	627	1185	961	609	721	584	618	734	493
YGL173C	3135	5573	5039	2843	4074	2936	4011	4725	2981
YGL174W	66	110	82	36	56	71	86	111	83
YGL175C	92	116	122	62	92	68	54	102	70
YGL176C	87	188	157	85	161	114	107	176	83
YGL178W	292	545	424	224	410	280	331	443	244
YGL179C	63	125	78	57	69	49	91	84	56
YGL180W	455	597	546	340	464	345	330	384	255
YGL181W	284	525	409	275	408	250	346	399	268
YGL183C	11	26	11	6	8	5	7	10	14
YGL184C	381	738	568	357	421	370	403	530	264
YGL185C	146	322	249	130	207	181	144	206	93
YGL186C	769	1421	1294	724	955	680	781	902	667
YGL187C	1686	3057	2295	1742	2064	1789	1902	2012	1467
YGL188C-A	50	124	85	52	61	40	45	90	54
YGL189C	7283	13386	11713	5789	10006	7062	9407	12845	7023
YGL190C	513	863	734	401	704	449	583	745	474
YGL191W	1214	2405	1739	1162	1605	1257	1241	1464	1088
YGL192W	0	1	0	0	2	0	1	0	0
YGL193C	59	66	55	18	37	26	48	51	26
YGL194C	118	211	174	87	134	86	105	136	51
YGL194C-A	42	89	49	33	49	32	41	68	35
YGL195W	6536	11224	9906	5033	7868	5040	6029	7186	4986
YGL196W	313	410	409	231	313	290	364	445	258
YGL197W	1030	1903	1411	900	1174	897	1135	1393	733
YGL198W	641	1120	1045	566	768	445	506	732	496
YGL200C	1379	2461	2047	1142	1590	1242	1496	1834	1277
YGL201C	851	1378	1237	667	887	638	743	937	625
YGL202W	2843	5051	4330	2339	3356	2325	2279	2775	1783
YGL203C	642	1148	957	543	838	620	738	885	543
YGL204C	41	115	84	60	69	88	66	83	50
YGL205W	150	302	220	148	283	166	153	188	127
YGL206C	5623	9459	8298	4085	6345	4175	5357	6671	4462
YGL207W	2164	4076	3440	1792	2776	1954	2345	2665	1877
YGL208W	151	254	180	131	174	112	145	151	90
YGL209W	116	119	134	62	77	60	75	141	73
YGL210W	234	323	313	165	282	158	266	262	196
YGL211W	321	579	546	330	410	338	433	358	271
YGL212W	121	203	181	101	129	94	111	190	107
YGL213C	408	744	597	331	442	333	390	463	287
YGL215W	492	820	755	469	657	439	634	673	438
YGL216W	374	590	567	328	417	342	400	474	271
YGL219C	564	885	833	371	658	428	549	661	464
YGL220W	431	867	734	402	602	387	540	665	444
YGL221C	595	1035	886	531	677	529	684	899	558
YGL222C	144	162	172	111	145	78	88	104	115
YGL223C	311	398	369	155	272	223	213	314	202
YGL224C	374	735	593	384	500	348	398	535	309
YGL225W	1127	2308	1892	1079	1503	1125	1500	1503	935
YGL226C-A	298	535	481	274	313	269	336	437	281
YGL226W	80	202	139	72	99	94	95	129	69
YGL227W	365	668	572	302	559	294	411	506	295
YGL228W	813	1419	1190	679	1073	768	1073	1369	820
YGL229C	94	160	121	62	115	103	150	98	52
YGL230C	60	96	88	37	51	21	51	62	39
YGL231C	176	263	209	173	173	125	159	143	111
YGL232W	253	445	515	255	426	257	385	603	370
YGL233W	498	838	683	399	648	428	520	642	426
YGL234W	9359	17338	14285	7574	10501	7549	9291	10983	6973
YGL235W	6	3	18	0	6	3	6	3	0
YGL236C	695	1201	1156	743	961	675	906	1108	697
YGL237C	133	187	151	88	151	114	114	147	107
YGL238W	1311	2082	2023	1101	1638	1036	1231	1464	991
YGL240W	138	307	271	155	184	140	183	231	124
YGL241W	362	586	475	339	395	296	478	436	288
YGL242C	390	534	467	277	447	311	409	405	251
YGL243W	133	207	161	121	114	67	107	190	96
YGL244W	701	900	824	455	697	596	790	911	566
YGL245W	6980	12218	10526	5723	8186	5671	6464	7764	5102
YGL246C	239	407	408	247	282	253	316	412	209
YGL247W	117	186	143	89	121	87	118	146	100
YGL248W	294	548	387	254	344	299	278	459	303
YGL249W	10	1	1	6	3	3	9	1	1
YGL250W	114	162	165	117	155	78	111	126	61
YGL251C	92	146	145	115	129	114	120	106	56
YGL252C	600	998	902	473	704	518	660	948	493
YGL253W	6073	11560	9124	5928	7986	5796	7441	8165	5743
YGL254W	175	302	235	132	174	140	177	211	157
YGL255W	38	78	61	40	41	38	27	46	32
YGL256W	133	199	159	100	106	128	126	158	101
YGL257C	341	529	470	225	380	346	413	440	281
YGL258W	0	2	0	0	0	0	0	0	0
YGL258W-A	15	6	24	5	9	7	16	15	11
YGL259W	41	92	68	28	46	49	52	39	17
YGL260W	0	0	0	0	6	0	0	0	0
YGL261C	25	36	21	7	25	24	5	13	17
YGL262W	22	60	28	15	23	19	31	18	29
YGL263W	59	82	74	22	13	38	24	37	41
YGR001C	465	711	629	357	486	296	445	496	295
YGR002C	161	330	282	167	239	161	204	254	177
YGR003W	310	462	436	189	323	197	271	356	212
YGR004W	229	261	216	113	213	167	174	199	88
YGR005C	421	740	693	352	607	377	503	555	332
YGR006W	204	341	291	172	213	139	204	274	181
YGR007W	478	827	679	442	498	388	592	688	405
YGR008C	113	229	142	105	199	138	141	201	85
YGR009C	414	789	705	375	522	391	556	735	428
YGR010W	272	381	434	192	259	163	222	300	178
YGR012W	396	808	628	361	440	317	426	444	305
YGR013W	372	616	580	281	440	303	352	455	253
YGR014W	1073	1902	1677	976	1372	918	1590	1991	1175
YGR015C	92	173	149	70	104	67	124	110	50
YGR016W	98	139	100	72	92	74	67	85	55
YGR017W	418	684	669	360	572	322	418	654	366
YGR018C	0	2	10	1	3	0	3	1	0
YGR019W	109	212	153	145	170	127	163	143	88
YGR020C	985	1801	1461	841	1184	954	955	1175	715
YGR021W	430	781	654	400	632	335	620	598	371
YGR023W	90	199	111	82	94	82	70	106	72
YGR024C	137	283	236	134	180	127	185	231	155
YGR026W	599	1185	944	628	759	567	708	715	453
YGR027C	4913	7939	7771	4351	5470	5251	5521	6921	4466
YGR028W	204	392	328	204	249	234	300	329	208
YGR029W	629	964	874	562	794	532	668	714	436
YGR030C	65	110	57	48	59	46	71	77	36
YGR031C-A	0	7	2	8	3	1	6	7	5
YGR031W	299	572	470	351	327	222	357	382	242
YGR032W	1246	2370	1860	1191	1589	1070	2495	2640	1577
YGR033C	410	674	598	371	559	341	410	468	282
YGR034W	4882	9471	7967	4687	5533	4935	5570	7425	4348
YGR035C	92	110	134	88	91	55	117	147	141
YGR035W-A	0	0	0	0	0	0	0	0	0
YGR036C	76	149	106	66	105	78	115	98	66
YGR037C	1256	2004	1929	1156	1510	1269	1603	1929	1521
YGR038W	383	623	608	327	444	293	343	414	287
YGR040W	195	434	298	152	256	172	323	394	202
YGR041W	195	355	357	209	261	188	234	316	167
YGR042W	97	148	158	98	113	92	96	109	58
YGR043C	36	72	69	20	61	49	58	36	29
YGR044C	474	912	772	525	596	380	647	872	451
YGR046W	196	383	341	175	279	208	282	291	212
YGR047C	397	722	588	270	464	340	369	441	264
YGR048W	384	725	565	335	467	367	427	529	328
YGR049W	94	185	220	94	148	133	134	189	105
YGR050C	31	53	46	12	42	20	22	10	14
YGR052W	35	42	91	46	35	30	38	84	21
YGR053C	15	40	41	6	22	18	19	33	12
YGR054W	1259	2462	2000	1049	1332	1094	1405	1582	1035
YGR055W	1808	2630	2298	1321	1379	1098	1665	1748	1254
